timestamp,title,price,original_price,shipping,item_url,discount_percentage
2025-11-01T17:52:38,Canon RF 75-300mm f/4-5.6 Compact Telephoto Zoom Lens for RF Mount,239.0,290.0,Shipping info unavailable,https://www.ebay.com/itm/376543088547?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006425,17.59
2025-11-01T17:52:38,ECO-WORTHY 2Pcs 14kWh 48V 280AH LiFePO4 Battery Vertical Standing Solar Backup,3999.99,3999.99,"Free 2-4 day delivery Get it between Tue, Nov 4 and Thu, Nov 6 to 94112.  Located in: Los Angeles, California, United States",https://www.ebay.com/itm/396907709023?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006413,0.0
2025-11-01T17:52:38,Reolink 5MP 16 Channel 4TB NVR Kit Outdoor PoE DIY CCTV Security Camera System,535.0,535.0,"Free Standard Shipping.  Located in: Houston, Texas, United States",https://www.ebay.com/itm/134064490040?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006413,0.0
2025-11-01T17:52:38,ECO-WORTHY 14kWh 48V 280AH LiFePO4 Battery Vertical Standing Solar Backup 1pack,2199.99,2199.99,"Free Standard Shipping.  Located in: Los Angeles, California, United States",https://www.ebay.com/itm/396907705926?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006413,0.0
2025-11-01T17:52:38,"REDTIGER Dash Camera 4K Front and Rear Dash Cam Built-In WiFi & GPS, App control",64.49,129.49,Free eBay Standard.  Located in: United States,https://www.ebay.com/itm/285933024479?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006413,50.2
2025-11-01T17:52:38,Vera Bradley Outlet Large Tech Sleeve,23.7,59.0,Shipping info unavailable,https://www.ebay.com/itm/365926632547?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006427,59.83
2025-11-01T17:52:38,Vera Bradley Outlet Essential Cord Organizer,19.5,45.0,Shipping info unavailable,https://www.ebay.com/itm/365926632765?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006427,56.67
2025-11-01T17:52:38,Vera Bradley Women's Outlet Ultralight Essential Cord Organizer NWT,23.7,59.0,Shipping info unavailable,https://www.ebay.com/itm/365930191727?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006427,59.83
2025-11-01T17:52:38,Vera Bradley Women's Outlet Ultralight Laptop Workstation Crossbody Bag NWT,41.7,119.0,Shipping info unavailable,https://www.ebay.com/itm/365930191290?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006427,64.96
2025-11-01T17:52:38,Apple iPhone 14 Pro A2650 (Fully Unlocked) 128GB Deep Purple (Excellent),405.99,1099.0,Shipping info unavailable,https://www.ebay.com/itm/286883274280?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006411,63.06
2025-11-01T17:52:38,Sony WF-1000XM5 Truly Wireless Bluetooth Noise Canceling Headphones - Black,139.99,299.99,Shipping info unavailable,https://www.ebay.com/itm/276015021037?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006411,53.34
2025-11-01T17:52:38,Skullcandy Push Active True Wireless Earbuds-Black/Orange(Certified Refurbished),30.99,79.99,Shipping info unavailable,https://www.ebay.com/itm/265551837873?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006411,61.26
2025-11-01T17:52:38,Apple AirPods 2nd Gen Genuine Replacement Right or Left or Charging Case,15.49,15.49,"Free USPS First Class®.  Located in: Glenshaw, Pennsylvania, United States",https://www.ebay.com/itm/115878536964?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006411,0.0
2025-11-01T17:52:38,"Refurbished HUION Kamvas 13 (Gen 3) 13.3"" Graphic Tablet Pen Display PenTech4.0",189.0,189.0,"Free Standard Shipping.  Located in: Brooklyn, New York, United States",https://www.ebay.com/itm/335778622198?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006405,0.0
2025-11-01T17:52:38,Huion KAMVAS 22 Graphics Drawing Tablet with Screen OTG Certified Refurbished,298.9,449.0,Shipping info unavailable,https://www.ebay.com/itm/234028480288?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006405,33.43
2025-11-01T17:52:38,Refurbished HUION KAMVAS PRO 16 Graphic Drawing Monitor Pen Display+Touch Bar,234.5,379.0,"Free Standard Shipping.  Located in: Brooklyn, New York, United States",https://www.ebay.com/itm/336080166779?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006405,38.13
2025-11-01T17:52:38,XP-Pen Artist 24 Pro Gen2 4K Graphics Drawing Tablet Full Lamination 16384 △E ＜1,883.99,1299.99,"Free 2-4 day delivery Get it between Tue, Nov 4 and Thu, Nov 6 to 94112.  Located in: Chino Hills, California, United States",https://www.ebay.com/itm/396360742557?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006405,32.0
